"","Pathogen","Disease","Agegroup","Source","CostCategory","median","5%","95%"
"644","All pathogens","Haemolytic uremic syndrome","5-64","Poultry","TotalHumanCapital",0,0,0
"645","All pathogens","Haemolytic uremic syndrome","5-64","Vegetables","TotalHumanCapital",1351281.52338216,254590.906737441,5089491.86637755
"646","All pathogens","Haemolytic uremic syndrome","65+","AllFood","TotalHumanCapital",1166670.51395981,384876.706412658,3165698.03172979
"647","All pathogens","Haemolytic uremic syndrome","65+","Beef","TotalHumanCapital",372641.574761981,54617.8329690145,1401908.74008749
"648","All pathogens","Haemolytic uremic syndrome","65+","Crustaceans","TotalHumanCapital",0,0,0
"649","All pathogens","Haemolytic uremic syndrome","65+","Dairy","TotalHumanCapital",112385.220987838,4781.26578107282,787168.170110148
"650","All pathogens","Haemolytic uremic syndrome","65+","Eggs","TotalHumanCapital",0,0,0
"651","All pathogens","Haemolytic uremic syndrome","65+","Finfish","TotalHumanCapital",0,0,0
"652","All pathogens","Haemolytic uremic syndrome","65+","Fruit","TotalHumanCapital",51035.52138711,5713.91315547249,306266.361461627
"653","All pathogens","Haemolytic uremic syndrome","65+","Grains and seeds","TotalHumanCapital",34540.9697512752,2133.89560986758,257133.743990772
"654","All pathogens","Haemolytic uremic syndrome","65+","Lamb","TotalHumanCapital",109821.438100548,6865.05875993952,748963.844208837
"655","All pathogens","Haemolytic uremic syndrome","65+","Molluscs","TotalHumanCapital",0,0,0
"656","All pathogens","Haemolytic uremic syndrome","65+","Nuts","TotalHumanCapital",16759.2932810065,290.422674842559,152040.002761563
"657","All pathogens","Haemolytic uremic syndrome","65+","Other","TotalHumanCapital",75446.7086567404,9527.95231486706,477247.323774924
"658","All pathogens","Haemolytic uremic syndrome","65+","Pork","TotalHumanCapital",72890.706020084,3105.32968324587,548411.145983302
"659","All pathogens","Haemolytic uremic syndrome","65+","Poultry","TotalHumanCapital",0,0,0
"660","All pathogens","Haemolytic uremic syndrome","65+","Vegetables","TotalHumanCapital",234592.53118074,34466.2559604825,1142013.6418482
"661","All pathogens","Haemolytic uremic syndrome","<5","AllFood","TotalHumanCapital",721561.786026615,239446.371241401,2060778.37730433
"662","All pathogens","Haemolytic uremic syndrome","<5","Beef","TotalHumanCapital",232082.586978816,33963.8896371289,908394.072424038
"663","All pathogens","Haemolytic uremic syndrome","<5","Crustaceans","TotalHumanCapital",0,0,0
"664","All pathogens","Haemolytic uremic syndrome","<5","Dairy","TotalHumanCapital",70013.1170206281,2931.50630235119,494285.649368004
"665","All pathogens","Haemolytic uremic syndrome","<5","Eggs","TotalHumanCapital",0,0,0
"666","All pathogens","Haemolytic uremic syndrome","<5","Finfish","TotalHumanCapital",0,0,0
"667","All pathogens","Haemolytic uremic syndrome","<5","Fruit","TotalHumanCapital",31744.149323862,3583.62301553606,196872.655044265
"668","All pathogens","Haemolytic uremic syndrome","<5","Grains and seeds","TotalHumanCapital",21507.1693625787,1340.05346087631,165772.962304594
"669","All pathogens","Haemolytic uremic syndrome","<5","Lamb","TotalHumanCapital",68695.6239919112,4228.83562245998,471736.371884085
"670","All pathogens","Haemolytic uremic syndrome","<5","Molluscs","TotalHumanCapital",0,0,0
"671","All pathogens","Haemolytic uremic syndrome","<5","Nuts","TotalHumanCapital",10461.9924961614,182.189192553494,97837.7498080501
"672","All pathogens","Haemolytic uremic syndrome","<5","Other","TotalHumanCapital",47091.0886191763,5974.32518436445,304425.437038367
"673","All pathogens","Haemolytic uremic syndrome","<5","Pork","TotalHumanCapital",45782.0407620036,1991.89541933959,352183.928056079
"674","All pathogens","Haemolytic uremic syndrome","<5","Poultry","TotalHumanCapital",0,0,0
"675","All pathogens","Haemolytic uremic syndrome","<5","Vegetables","TotalHumanCapital",146063.973914871,21107.6515927468,726066.028817338
"676","All pathogens","Initial","5-64","AllFood","TotalHumanCapital",200806204.61706,155422615.692547,269359161.156461
"677","All pathogens","Initial","5-64","Beef","TotalHumanCapital",16268254.5815102,7316403.74269581,50256155.8807922
"678","All pathogens","Initial","5-64","Crustaceans","TotalHumanCapital",1789750.00993857,170729.658560225,16451424.5291777
"679","All pathogens","Initial","5-64","Dairy","TotalHumanCapital",16606141.3995983,6424605.50543028,49125878.395449
"680","All pathogens","Initial","5-64","Eggs","TotalHumanCapital",8971231.27134047,932325.959003948,26441034.5713663
"681","All pathogens","Initial","5-64","Finfish","TotalHumanCapital",4051951.7204129,899169.20826114,19263895.5451291
"682","All pathogens","Initial","5-64","Fruit","TotalHumanCapital",6056633.82108716,2024790.93137281,20216325.4125584
"683","All pathogens","Initial","5-64","Grains and seeds","TotalHumanCapital",1806337.08799546,104473.985019047,10110958.0659856
"684","All pathogens","Initial","5-64","Lamb","TotalHumanCapital",12076534.1485303,4613098.21656385,44864486.5025724
"685","All pathogens","Initial","5-64","Molluscs","TotalHumanCapital",1538423.26198467,303595.168775925,16038577.7409265
"686","All pathogens","Initial","5-64","Nuts","TotalHumanCapital",931688.718182339,54330.0022004796,5643733.59364206
"687","All pathogens","Initial","5-64","Other","TotalHumanCapital",16469441.9122132,3392426.95825336,49073653.2236379
"688","All pathogens","Initial","5-64","Pork","TotalHumanCapital",17015765.2813306,7747758.59940744,50366587.2797621
"689","All pathogens","Initial","5-64","Poultry","TotalHumanCapital",90275910.464257,45871697.9780829,151603047.080712
"690","All pathogens","Initial","5-64","Vegetables","TotalHumanCapital",29621203.7140178,14247675.8568005,60829845.4542419
"691","All pathogens","Initial","65+","AllFood","TotalHumanCapital",141694294.176639,112216987.257848,188580632.215224
"692","All pathogens","Initial","65+","Beef","TotalHumanCapital",10222658.4268801,4337061.50321819,39514522.976
"693","All pathogens","Initial","65+","Crustaceans","TotalHumanCapital",2689212.66871114,270386.622642293,23680505.9261355
"694","All pathogens","Initial","65+","Dairy","TotalHumanCapital",14535335.0751618,5493416.62363744,43545254.6313795
"695","All pathogens","Initial","65+","Eggs","TotalHumanCapital",9896315.18613092,1012014.47199906,29783482.7124551
"696","All pathogens","Initial","65+","Finfish","TotalHumanCapital",6056475.03948675,1133494.06356039,28165179.5579204
"697","All pathogens","Initial","65+","Fruit","TotalHumanCapital",7922097.69268887,2211775.37968215,27801968.569321
"698","All pathogens","Initial","65+","Grains and seeds","TotalHumanCapital",1932032.74431068,75902.2968744247,11318793.2711766
"699","All pathogens","Initial","65+","Lamb","TotalHumanCapital",6826849.8349762,2593888.86250824,35729256.4109376
"700","All pathogens","Initial","65+","Molluscs","TotalHumanCapital",2208388.68535787,421807.273779638,22825751.4042987
"701","All pathogens","Initial","65+","Nuts","TotalHumanCapital",973635.38286021,40057.4707732408,6293681.52183742
"702","All pathogens","Initial","65+","Other","TotalHumanCapital",6888335.20206166,1421818.6529316,30671023.4331182
"703","All pathogens","Initial","65+","Pork","TotalHumanCapital",11403499.8411778,4401824.17346659,40275624.7899686
"704","All pathogens","Initial","65+","Poultry","TotalHumanCapital",46367238.5787044,24630756.8292046,84734960.7166079
"705","All pathogens","Initial","65+","Vegetables","TotalHumanCapital",27138075.6846611,12302700.7313394,55203296.1647097
"706","All pathogens","Initial","<5","AllFood","TotalHumanCapital",43588144.2819583,33180483.1229254,57372596.1487898
"707","All pathogens","Initial","<5","Beef","TotalHumanCapital",3312807.78986688,1487856.13449676,11876211.4898386
"708","All pathogens","Initial","<5","Crustaceans","TotalHumanCapital",913290.290484066,91873.519023991,7381057.26990419
"709","All pathogens","Initial","<5","Dairy","TotalHumanCapital",4808799.06336934,1848992.483077,13801915.8233575
"710","All pathogens","Initial","<5","Eggs","TotalHumanCapital",2459425.61867727,254106.112997987,7539851.06836582
"711","All pathogens","Initial","<5","Finfish","TotalHumanCapital",2210296.23048808,382037.281619434,9567320.61641154
"712","All pathogens","Initial","<5","Fruit","TotalHumanCapital",2645912.83380178,721634.258160515,8778471.00348043
"713","All pathogens","Initial","<5","Grains and seeds","TotalHumanCapital",510881.353448212,30419.2072689769,2951202.8445937
"714","All pathogens","Initial","<5","Lamb","TotalHumanCapital",2237842.19380824,917392.574228857,10786420.6186133
"715","All pathogens","Initial","<5","Molluscs","TotalHumanCapital",718262.205197826,126985.339739717,7056724.82492005
"716","All pathogens","Initial","<5","Nuts","TotalHumanCapital",262305.434260011,15760.3025074885,1701728.39906048
"717","All pathogens","Initial","<5","Other","TotalHumanCapital",2124664.60567322,517216.235474166,8216003.57808296
"718","All pathogens","Initial","<5","Pork","TotalHumanCapital",3937014.42139567,1611277.70825428,12505457.1509672
"719","All pathogens","Initial","<5","Poultry","TotalHumanCapital",12845110.1656325,6649380.62769354,22608881.4988855
"720","All pathogens","Initial","<5","Vegetables","TotalHumanCapital",8446290.44981317,4039463.30193626,16810651.8786443
"721","All pathogens","Irritable bowel syndrome","5-64","AllFood","TotalHumanCapital",62484222.4876447,40366286.0079043,98568499.9883383
"722","All pathogens","Irritable bowel syndrome","5-64","Beef","TotalHumanCapital",3865021.0783494,1033933.61878404,15331598.5197486
"723","All pathogens","Irritable bowel syndrome","5-64","Crustaceans","TotalHumanCapital",23624.6892923044,0.270098672463388,804673.771816668
"724","All pathogens","Irritable bowel syndrome","5-64","Dairy","TotalHumanCapital",3737021.42474115,637179.653634141,14233714.9778414
"725","All pathogens","Irritable bowel syndrome","5-64","Eggs","TotalHumanCapital",2167576.69747274,217953.395330305,7457024.27775245
"726","All pathogens","Irritable bowel syndrome","5-64","Finfish","TotalHumanCapital",109667.85278156,219.205204130446,776700.549764057
"727","All pathogens","Irritable bowel syndrome","5-64","Fruit","TotalHumanCapital",506760.613802668,41869.8321223675,2351094.18433157
"728","All pathogens","Irritable bowel syndrome","5-64","Grains and seeds","TotalHumanCapital",431902.401339651,8273.98282759747,2972249.62510652
"729","All pathogens","Irritable bowel syndrome","5-64","Lamb","TotalHumanCapital",2717984.42107376,425733.445814744,12892764.4447245
"730","All pathogens","Irritable bowel syndrome","5-64","Molluscs","TotalHumanCapital",126381.372086524,193.385568210305,896660.285922214
"731","All pathogens","Irritable bowel syndrome","5-64","Nuts","TotalHumanCapital",215956.429928061,4543.09506498038,1682824.80203576
"732","All pathogens","Irritable bowel syndrome","5-64","Other","TotalHumanCapital",5508254.47125054,309393.424307812,17857306.5017142
"733","All pathogens","Irritable bowel syndrome","5-64","Pork","TotalHumanCapital",3388324.24267866,641019.177004456,14358101.6255819
"734","All pathogens","Irritable bowel syndrome","5-64","Poultry","TotalHumanCapital",36378058.5872514,16653945.5853234,67099967.0587793
"735","All pathogens","Irritable bowel syndrome","5-64","Vegetables","TotalHumanCapital",6568449.99883739,1860360.27594994,17510514.8751784
"736","All pathogens","Irritable bowel syndrome","65+","AllFood","TotalHumanCapital",15234250.4045673,10022646.5544674,23697394.2628027
"737","All pathogens","Irritable bowel syndrome","65+","Beef","TotalHumanCapital",937207.379441118,242337.323601053,3605445.64404082
"738","All pathogens","Irritable bowel syndrome","65+","Crustaceans","TotalHumanCapital",4842.93806259736,0.0579402787099935,165098.140722622
"739","All pathogens","Irritable bowel syndrome","65+","Dairy","TotalHumanCapital",909961.782240558,149118.956423826,3308906.23116679
"740","All pathogens","Irritable bowel syndrome","65+","Eggs","TotalHumanCapital",439256.987397005,43661.5956358467,1527492.69605595
"741","All pathogens","Irritable bowel syndrome","65+","Finfish","TotalHumanCapital",22258.9568365496,46.0375710471203,159947.542230511
"742","All pathogens","Irritable bowel syndrome","65+","Fruit","TotalHumanCapital",102781.207704575,8468.89478304905,486482.963899136
"743","All pathogens","Irritable bowel syndrome","65+","Grains and seeds","TotalHumanCapital",87789.6750691813,1678.30743295156,610289.578203582
"744","All pathogens","Irritable bowel syndrome","65+","Lamb","TotalHumanCapital",662403.788554669,97867.1416265603,2975455.75547417
"745","All pathogens","Irritable bowel syndrome","65+","Molluscs","TotalHumanCapital",25690.3956502632,40.1622345030101,186787.366579753
"746","All pathogens","Irritable bowel syndrome","65+","Nuts","TotalHumanCapital",43679.8519849997,924.813251250524,346461.31457938
"747","All pathogens","Irritable bowel syndrome","65+","Other","TotalHumanCapital",1384884.75074864,67822.4554419881,4320547.23289446
"748","All pathogens","Irritable bowel syndrome","65+","Pork","TotalHumanCapital",822974.327144279,148546.576503776,3354823.67823877
"749","All pathogens","Irritable bowel syndrome","65+","Poultry","TotalHumanCapital",9064522.35137822,4201177.77654038,16424225.0183443
"750","All pathogens","Irritable bowel syndrome","65+","Vegetables","TotalHumanCapital",1519379.33468638,420174.484211559,4008893.6836766
"751","All pathogens","Irritable bowel syndrome","<5","AllFood","TotalHumanCapital",9830204.99177757,6301453.15549168,15320239.9895771
"752","All pathogens","Irritable bowel syndrome","<5","Beef","TotalHumanCapital",637899.974014333,185931.02364348,2879430.34529828
"753","All pathogens","Irritable bowel syndrome","<5","Crustaceans","TotalHumanCapital",7821.38091195171,0.0945230936182707,265867.276776742
"754","All pathogens","Irritable bowel syndrome","<5","Dairy","TotalHumanCapital",594193.026958956,113582.239288424,2779411.06536048
"755","All pathogens","Irritable bowel syndrome","<5","Eggs","TotalHumanCapital",712830.093038237,71063.4465265984,2464758.1215973
"756","All pathogens","Irritable bowel syndrome","<5","Finfish","TotalHumanCapital",36083.1548567098,73.4387007271406,257063.281536318
"757","All pathogens","Irritable bowel syndrome","<5","Fruit","TotalHumanCapital",166839.543873959,13740.9074523281,782569.143364602
"758","All pathogens","Irritable bowel syndrome","<5","Grains and seeds","TotalHumanCapital",142614.310011614,2716.90261205036,990438.272402515
"759","All pathogens","Irritable bowel syndrome","<5","Lamb","TotalHumanCapital",428251.391046426,85136.4141929514,2600488.29881623
"760","All pathogens","Irritable bowel syndrome","<5","Molluscs","TotalHumanCapital",41700.6170145714,66.3924594327999,299201.696849079
"761","All pathogens","Irritable bowel syndrome","<5","Nuts","TotalHumanCapital",71076.7527920984,1505.49721910444,556743.920833389
"762","All pathogens","Irritable bowel syndrome","<5","Other","TotalHumanCapital",700343.74733135,65249.8596215136,2906602.31197459
"763","All pathogens","Irritable bowel syndrome","<5","Pork","TotalHumanCapital",545991.52055222,121642.841417302,2747260.57300559
"764","All pathogens","Irritable bowel syndrome","<5","Poultry","TotalHumanCapital",4923289.37641207,2291162.30298014,9093236.65649226
"765","All pathogens","Irritable bowel syndrome","<5","Vegetables","TotalHumanCapital",1359260.81536785,381398.154051778,3783431.90603379
"766","All pathogens","Reactive arthritis","5-64","AllFood","TotalHumanCapital",69569027.3008379,39560560.7398173,121193420.692083
"767","All pathogens","Reactive arthritis","5-64","Beef","TotalHumanCapital",4511436.20651326,1308952.66065909,18439417.0145217
"768","All pathogens","Reactive arthritis","5-64","Crustaceans","TotalHumanCapital",31750.2906836962,0.480851604883745,1238219.90948791
"769","All pathogens","Reactive arthritis","5-64","Dairy","TotalHumanCapital",4245834.88233338,883215.034504744,17089239.9151251
"770","All pathogens","Reactive arthritis","5-64","Eggs","TotalHumanCapital",2522859.4179574,202204.545661441,11410944.7922068
"771","All pathogens","Reactive arthritis","5-64","Finfish","TotalHumanCapital",214061.658391752,26982.2294097724,2110827.41239722
"772","All pathogens","Reactive arthritis","5-64","Fruit","TotalHumanCapital",593036.303191097,39994.9177748069,3570223.35326934
"773","All pathogens","Reactive arthritis","5-64","Grains and seeds","TotalHumanCapital",514847.796081531,9771.85820905514,4428386.0249168
"774","All pathogens","Reactive arthritis","5-64","Lamb","TotalHumanCapital",3221924.80220428,695617.704605834,15619899.7908542
"775","All pathogens","Reactive arthritis","5-64","Molluscs","TotalHumanCapital",149161.818071858,245.265558302887,1387147.60812889
"776","All pathogens","Reactive arthritis","5-64","Nuts","TotalHumanCapital",255344.40978645,5228.18970088773,2545214.85152756
