"","Pathogen","Disease","Agegroup","Source","CostCategory","median","5%","95%"
"788","All pathogens","Reactive arthritis","65+","Grains and seeds","TotalHumanCapital",74178.5507690255,1406.31835271482,639553.470989556
"789","All pathogens","Reactive arthritis","65+","Lamb","TotalHumanCapital",556794.486230806,117313.266968888,2560867.62790501
"790","All pathogens","Reactive arthritis","65+","Molluscs","TotalHumanCapital",21522.8379308028,35.2189265396348,199629.893378016
"791","All pathogens","Reactive arthritis","65+","Nuts","TotalHumanCapital",36874.6306552094,754.246044985574,364430.819504581
"792","All pathogens","Reactive arthritis","65+","Other","TotalHumanCapital",1089295.38745082,114238.760433337,3620871.23366924
"793","All pathogens","Reactive arthritis","65+","Pork","TotalHumanCapital",833893.441542243,255425.015558002,3018242.69266522
"794","All pathogens","Reactive arthritis","65+","Poultry","TotalHumanCapital",6614484.59065204,2743052.66539015,13648490.372818
"795","All pathogens","Reactive arthritis","65+","Vegetables","TotalHumanCapital",1294887.78709267,379825.656901605,3682048.59602153
"796","All pathogens","Reactive arthritis","<5","AllFood","TotalHumanCapital",12340133.7711447,6992083.3675649,20877589.5849219
"797","All pathogens","Reactive arthritis","<5","Beef","TotalHumanCapital",834890.051600713,257962.227015156,3519353.55271121
"798","All pathogens","Reactive arthritis","<5","Crustaceans","TotalHumanCapital",11087.1984324202,0.163910100024957,428733.14019291
"799","All pathogens","Reactive arthritis","<5","Dairy","TotalHumanCapital",750758.294916734,172573.935274353,3436549.41433278
"800","All pathogens","Reactive arthritis","<5","Eggs","TotalHumanCapital",886354.754182502,71585.1481437157,3964171.65413663
"801","All pathogens","Reactive arthritis","<5","Finfish","TotalHumanCapital",64974.6188919575,7331.91036565781,577892.913288389
"802","All pathogens","Reactive arthritis","<5","Fruit","TotalHumanCapital",208047.716415812,14188.2682272765,1244509.13173888
"803","All pathogens","Reactive arthritis","<5","Grains and seeds","TotalHumanCapital",180427.253464878,3429.70913300554,1540180.57210122
"804","All pathogens","Reactive arthritis","<5","Lamb","TotalHumanCapital",574641.813062446,147240.627745999,3174487.21298368
"805","All pathogens","Reactive arthritis","<5","Molluscs","TotalHumanCapital",52280.4865362163,86.5042943103303,482841.709113198
"806","All pathogens","Reactive arthritis","<5","Nuts","TotalHumanCapital",89566.1101937325,1839.88190600272,883819.432157845
"807","All pathogens","Reactive arthritis","<5","Other","TotalHumanCapital",901507.073593717,134924.336887466,3541208.97349973
"808","All pathogens","Reactive arthritis","<5","Pork","TotalHumanCapital",902690.770865389,301831.153659706,3527289.80697771
"809","All pathogens","Reactive arthritis","<5","Poultry","TotalHumanCapital",5604550.40618551,2403925.72129792,11253011.2139503
"810","All pathogens","Reactive arthritis","<5","Vegetables","TotalHumanCapital",1772758.6781703,502976.26727935,5472634.25261529
"811","All pathogens","Guillain-Barré syndrome","All ages","AllFood","TotalHumanCapital",42838353.7672905,23859555.9689544,70680758.6542054
"812","All pathogens","Guillain-Barré syndrome","All ages","Beef","TotalHumanCapital",2401587.43052279,393391.129708251,10023772.7969474
"813","All pathogens","Guillain-Barré syndrome","All ages","Crustaceans","TotalHumanCapital",0,0,0
"814","All pathogens","Guillain-Barré syndrome","All ages","Dairy","TotalHumanCapital",2350897.55818081,184501.858905075,8651950.78192775
"815","All pathogens","Guillain-Barré syndrome","All ages","Eggs","TotalHumanCapital",0,0,0
"816","All pathogens","Guillain-Barré syndrome","All ages","Finfish","TotalHumanCapital",0,0,0
"817","All pathogens","Guillain-Barré syndrome","All ages","Fruit","TotalHumanCapital",0,0,0
"818","All pathogens","Guillain-Barré syndrome","All ages","Grains and seeds","TotalHumanCapital",0,0,0
"819","All pathogens","Guillain-Barré syndrome","All ages","Lamb","TotalHumanCapital",1738539.30018258,85516.3974534048,7514766.98562068
"820","All pathogens","Guillain-Barré syndrome","All ages","Molluscs","TotalHumanCapital",0,0,0
"821","All pathogens","Guillain-Barré syndrome","All ages","Nuts","TotalHumanCapital",0,0,0
"822","All pathogens","Guillain-Barré syndrome","All ages","Other","TotalHumanCapital",4209799.1513477,1951.83321670449,13079384.519319
"823","All pathogens","Guillain-Barré syndrome","All ages","Pork","TotalHumanCapital",2126527.4372631,182536.481701032,9203119.38650681
"824","All pathogens","Guillain-Barré syndrome","All ages","Poultry","TotalHumanCapital",27851847.3512608,11474335.4246637,52655022.318428
"825","All pathogens","Guillain-Barré syndrome","All ages","Vegetables","TotalHumanCapital",2867920.6977344,224022.704033665,9803612.00103666
"826","All pathogens","Haemolytic uremic syndrome","All ages","AllFood","TotalHumanCapital",8973580.49881399,5203338.10060945,14997276.2885606
"827","All pathogens","Haemolytic uremic syndrome","All ages","Beef","TotalHumanCapital",3058916.14717331,554084.441587308,7545024.53750047
"828","All pathogens","Haemolytic uremic syndrome","All ages","Crustaceans","TotalHumanCapital",0,0,0
"829","All pathogens","Haemolytic uremic syndrome","All ages","Dairy","TotalHumanCapital",864424.128102009,39202.5635151629,4592075.46233026
"830","All pathogens","Haemolytic uremic syndrome","All ages","Eggs","TotalHumanCapital",0,0,0
"831","All pathogens","Haemolytic uremic syndrome","All ages","Finfish","TotalHumanCapital",0,0,0
"832","All pathogens","Haemolytic uremic syndrome","All ages","Fruit","TotalHumanCapital",413291.504332597,55559.922427121,1621355.17451201
"833","All pathogens","Haemolytic uremic syndrome","All ages","Grains and seeds","TotalHumanCapital",275284.355222366,18662.5250986332,1364728.05142782
"834","All pathogens","Haemolytic uremic syndrome","All ages","Lamb","TotalHumanCapital",848292.858599954,59772.0692788497,4324246.83340321
"835","All pathogens","Haemolytic uremic syndrome","All ages","Molluscs","TotalHumanCapital",0,0,0
"836","All pathogens","Haemolytic uremic syndrome","All ages","Nuts","TotalHumanCapital",133219.752633071,2067.06803830768,765990.636687885
"837","All pathogens","Haemolytic uremic syndrome","All ages","Other","TotalHumanCapital",584150.885741672,99718.1749667372,2675786.53744074
"838","All pathogens","Haemolytic uremic syndrome","All ages","Pork","TotalHumanCapital",564746.335413014,25950.1382975367,3155408.26929536
"839","All pathogens","Haemolytic uremic syndrome","All ages","Poultry","TotalHumanCapital",0,0,0
"840","All pathogens","Haemolytic uremic syndrome","All ages","Vegetables","TotalHumanCapital",1816795.30800376,365599.024711409,6485750.83605515
"841","All pathogens","Initial","All ages","AllFood","TotalHumanCapital",388140479.785132,319650831.744164,491321103.872137
"842","All pathogens","Initial","All ages","Beef","TotalHumanCapital",30020191.4916955,13886389.9841622,103010670.206953
"843","All pathogens","Initial","All ages","Crustaceans","TotalHumanCapital",5534577.64372611,558417.443010252,50393006.8368415
"844","All pathogens","Initial","All ages","Dairy","TotalHumanCapital",36542890.9728084,14743013.3293437,106867538.412227
"845","All pathogens","Initial","All ages","Eggs","TotalHumanCapital",21615326.4597972,2277996.58307962,61218560.7641522
"846","All pathogens","Initial","All ages","Finfish","TotalHumanCapital",12546638.5685278,2547702.57251661,58547914.2645423
"847","All pathogens","Initial","All ages","Fruit","TotalHumanCapital",17014113.3294574,5196186.39581756,58686111.3630366
"848","All pathogens","Initial","All ages","Grains and seeds","TotalHumanCapital",4223147.59476519,219530.556060097,22807503.5093757
"849","All pathogens","Initial","All ages","Lamb","TotalHumanCapital",21305784.4466037,8632966.12080404,93414132.0962402
"850","All pathogens","Initial","All ages","Molluscs","TotalHumanCapital",4592307.93084274,896043.414985787,48351206.988584
"851","All pathogens","Initial","All ages","Nuts","TotalHumanCapital",2165455.22810517,115076.331803483,12530097.2083507
"852","All pathogens","Initial","All ages","Other","TotalHumanCapital",25860944.1581781,5608731.02488416,91091751.8017056
"853","All pathogens","Initial","All ages","Pork","TotalHumanCapital",32705805.0159585,14701890.4899793,104133058.338198
"854","All pathogens","Initial","All ages","Poultry","TotalHumanCapital",151685900.335201,80194345.3674942,248511310.591679
"855","All pathogens","Initial","All ages","Vegetables","TotalHumanCapital",65884321.662945,32431712.3057582,131389213.453321
"856","All pathogens","Irritable bowel syndrome","All ages","AllFood","TotalHumanCapital",87679608.2627268,57461980.5056298,136518807.280872
"857","All pathogens","Irritable bowel syndrome","All ages","Beef","TotalHumanCapital",5453407.36640641,1486625.33091901,21750847.577296
"858","All pathogens","Irritable bowel syndrome","All ages","Crustaceans","TotalHumanCapital",36124.1842155403,0.418535818745513,1220889.29282928
"859","All pathogens","Irritable bowel syndrome","All ages","Dairy","TotalHumanCapital",5270171.69080443,910813.271417397,20448207.0430993
"860","All pathogens","Irritable bowel syndrome","All ages","Eggs","TotalHumanCapital",3320446.48867918,333839.298794131,11382199.0780965
"861","All pathogens","Irritable bowel syndrome","All ages","Finfish","TotalHumanCapital",168058.477359769,337.506313375886,1179836.0494765
"862","All pathogens","Irritable bowel syndrome","All ages","Fruit","TotalHumanCapital",778127.450797524,64484.0540951927,3593248.12079265
"863","All pathogens","Irritable bowel syndrome","All ages","Grains and seeds","TotalHumanCapital",662015.878086578,12621.8858485913,4557158.91146766
"864","All pathogens","Irritable bowel syndrome","All ages","Lamb","TotalHumanCapital",3822644.93674734,616790.783805979,18680595.7902897
"865","All pathogens","Irritable bowel syndrome","All ages","Molluscs","TotalHumanCapital",194166.59421189,295.789454897712,1377527.74776359
"866","All pathogens","Irritable bowel syndrome","All ages","Nuts","TotalHumanCapital",331055.385649544,7030.68946542179,2563055.87383396
"867","All pathogens","Irritable bowel syndrome","All ages","Other","TotalHumanCapital",7628947.02260175,453934.185479148,24928638.5095704
"868","All pathogens","Irritable bowel syndrome","All ages","Pork","TotalHumanCapital",4771061.62724266,927262.030253741,20488505.1551785
"869","All pathogens","Irritable bowel syndrome","All ages","Poultry","TotalHumanCapital",50504547.3472646,23407760.4829817,91879891.8857524
"870","All pathogens","Irritable bowel syndrome","All ages","Vegetables","TotalHumanCapital",9491534.4836851,2710554.62367675,25219998.3626141
"871","All pathogens","Reactive arthritis","All ages","AllFood","TotalHumanCapital",94044997.1601212,53889489.1603022,161852321.638733
"872","All pathogens","Reactive arthritis","All ages","Beef","TotalHumanCapital",6140312.99878367,1809868.60480624,25177516.9822737
"873","All pathogens","Reactive arthritis","All ages","Crustaceans","TotalHumanCapital",47451.6415330645,0.712457580195942,1844537.47501494
"874","All pathogens","Reactive arthritis","All ages","Dairy","TotalHumanCapital",5756646.12835715,1220725.98804238,23574765.1114509
"875","All pathogens","Reactive arthritis","All ages","Eggs","TotalHumanCapital",3777968.20380105,302858.951013632,17037266.4339895
"876","All pathogens","Reactive arthritis","All ages","Finfish","TotalHumanCapital",313092.136616624,39054.8537259964,3041004.72505758
"877","All pathogens","Reactive arthritis","All ages","Fruit","TotalHumanCapital",887472.529294444,60025.6895284062,5329487.12951579
"878","All pathogens","Reactive arthritis","All ages","Grains and seeds","TotalHumanCapital",769019.316888749,14597.5153136459,6603033.88584195
"879","All pathogens","Reactive arthritis","All ages","Lamb","TotalHumanCapital",4371088.2782112,971702.512395421,21675637.5329739
"880","All pathogens","Reactive arthritis","All ages","Molluscs","TotalHumanCapital",223093.243107059,366.994251082938,2069315.5577465
"881","All pathogens","Reactive arthritis","All ages","Nuts","TotalHumanCapital",382248.324634725,7820.4602070626,3793397.79517941
"882","All pathogens","Reactive arthritis","All ages","Other","TotalHumanCapital",8097778.80177629,934288.054781413,28159504.7916283
"883","All pathogens","Reactive arthritis","All ages","Pork","TotalHumanCapital",6556528.41856717,2055449.39483371,24657280.5615977
"884","All pathogens","Reactive arthritis","All ages","Poultry","TotalHumanCapital",49790355.4894313,20698805.3688058,102826058.804246
"885","All pathogens","Reactive arthritis","All ages","Vegetables","TotalHumanCapital",10998656.0310768,3232393.43372029,32279154.9091894
"886","Campylobacter","Guillain-Barré syndrome","All ages","AllFood","TotalHumanCapital",42838353.7672905,23859555.9689544,70680758.6542054
"887","Campylobacter","Guillain-Barré syndrome","All ages","Beef","TotalHumanCapital",2401587.43052279,393391.129708251,10023772.7969474
"888","Campylobacter","Guillain-Barré syndrome","All ages","Crustaceans","TotalHumanCapital",0,0,0
"889","Campylobacter","Guillain-Barré syndrome","All ages","Dairy","TotalHumanCapital",2350897.55818081,184501.858905075,8651950.78192775
"890","Campylobacter","Guillain-Barré syndrome","All ages","Eggs","TotalHumanCapital",0,0,0
"891","Campylobacter","Guillain-Barré syndrome","All ages","Finfish","TotalHumanCapital",0,0,0
"892","Campylobacter","Guillain-Barré syndrome","All ages","Fruit","TotalHumanCapital",0,0,0
"893","Campylobacter","Guillain-Barré syndrome","All ages","Grains and seeds","TotalHumanCapital",0,0,0
"894","Campylobacter","Guillain-Barré syndrome","All ages","Lamb","TotalHumanCapital",1738539.30018258,85516.3974534048,7514766.98562068
"895","Campylobacter","Guillain-Barré syndrome","All ages","Molluscs","TotalHumanCapital",0,0,0
"896","Campylobacter","Guillain-Barré syndrome","All ages","Nuts","TotalHumanCapital",0,0,0
"897","Campylobacter","Guillain-Barré syndrome","All ages","Other","TotalHumanCapital",4209799.1513477,1951.83321670449,13079384.519319
"898","Campylobacter","Guillain-Barré syndrome","All ages","Pork","TotalHumanCapital",2126527.4372631,182536.481701032,9203119.38650681
"899","Campylobacter","Guillain-Barré syndrome","All ages","Poultry","TotalHumanCapital",27851847.3512608,11474335.4246637,52655022.318428
"900","Campylobacter","Guillain-Barré syndrome","All ages","Vegetables","TotalHumanCapital",2867920.6977344,224022.704033665,9803612.00103666
"901","Campylobacter","Initial","All ages","AllFood","TotalHumanCapital",179408076.842337,123280218.99665,276653707.540283
"902","Campylobacter","Initial","All ages","Beef","TotalHumanCapital",10281319.8322522,1793345.36842137,41371613.7100282
"903","Campylobacter","Initial","All ages","Crustaceans","TotalHumanCapital",0,0,0
"904","Campylobacter","Initial","All ages","Dairy","TotalHumanCapital",10231515.7922957,805244.883683403,35675670.2461182
"905","Campylobacter","Initial","All ages","Eggs","TotalHumanCapital",0,0,0
"906","Campylobacter","Initial","All ages","Finfish","TotalHumanCapital",0,0,0
"907","Campylobacter","Initial","All ages","Fruit","TotalHumanCapital",0,0,0
"908","Campylobacter","Initial","All ages","Grains and seeds","TotalHumanCapital",0,0,0
"909","Campylobacter","Initial","All ages","Lamb","TotalHumanCapital",7472440.76996748,367913.183457881,30956874.6162826
"910","Campylobacter","Initial","All ages","Molluscs","TotalHumanCapital",0,0,0
"911","Campylobacter","Initial","All ages","Nuts","TotalHumanCapital",0,0,0
"912","Campylobacter","Initial","All ages","Other","TotalHumanCapital",18595976.675055,8196.9436082506,52991500.2908668
"913","Campylobacter","Initial","All ages","Pork","TotalHumanCapital",9146939.43376528,803072.415709664,37339257.480101
"914","Campylobacter","Initial","All ages","Poultry","TotalHumanCapital",119156662.726895,56758730.6051057,207022918.155786
"915","Campylobacter","Initial","All ages","Vegetables","TotalHumanCapital",12528507.5499544,971951.641300602,39525306.412141
"916","Campylobacter","Irritable bowel syndrome","All ages","AllFood","TotalHumanCapital",70308434.2084964,42104355.9877896,117371384.079418
"917","Campylobacter","Irritable bowel syndrome","All ages","Beef","TotalHumanCapital",3998769.19022522,664522.05454819,16978615.5314159
"918","Campylobacter","Irritable bowel syndrome","All ages","Crustaceans","TotalHumanCapital",0,0,0
"919","Campylobacter","Irritable bowel syndrome","All ages","Dairy","TotalHumanCapital",3924469.40350286,307079.22888863,14775934.9935025
"920","Campylobacter","Irritable bowel syndrome","All ages","Eggs","TotalHumanCapital",0,0,0
"921","Campylobacter","Irritable bowel syndrome","All ages","Finfish","TotalHumanCapital",0,0,0
"922","Campylobacter","Irritable bowel syndrome","All ages","Fruit","TotalHumanCapital",0,0,0
"923","Campylobacter","Irritable bowel syndrome","All ages","Grains and seeds","TotalHumanCapital",0,0,0
"924","Campylobacter","Irritable bowel syndrome","All ages","Lamb","TotalHumanCapital",2889564.50177784,141454.650375504,12884374.5295384
"925","Campylobacter","Irritable bowel syndrome","All ages","Molluscs","TotalHumanCapital",0,0,0
"926","Campylobacter","Irritable bowel syndrome","All ages","Nuts","TotalHumanCapital",0,0,0
"927","Campylobacter","Irritable bowel syndrome","All ages","Other","TotalHumanCapital",7054585.00273178,3243.89217434411,22023465.5661017
"928","Campylobacter","Irritable bowel syndrome","All ages","Pork","TotalHumanCapital",3553532.90084381,306584.927182075,15495337.460125
"929","Campylobacter","Irritable bowel syndrome","All ages","Poultry","TotalHumanCapital",46162714.9746835,19951852.0905446,87181343.7129921
"930","Campylobacter","Irritable bowel syndrome","All ages","Vegetables","TotalHumanCapital",4797314.92265188,370691.820178825,16347534.062924
"931","Campylobacter","Reactive arthritis","All ages","AllFood","TotalHumanCapital",67957665.4368258,33251855.2359716,132749335.027745
"932","Campylobacter","Reactive arthritis","All ages","Beef","TotalHumanCapital",3816329.24771661,592146.521436146,18227436.1679911
"933","Campylobacter","Reactive arthritis","All ages","Crustaceans","TotalHumanCapital",0,0,0
"934","Campylobacter","Reactive arthritis","All ages","Dairy","TotalHumanCapital",3687757.85059866,286303.713085991,15950313.3508942
"935","Campylobacter","Reactive arthritis","All ages","Eggs","TotalHumanCapital",0,0,0
"936","Campylobacter","Reactive arthritis","All ages","Finfish","TotalHumanCapital",0,0,0
"937","Campylobacter","Reactive arthritis","All ages","Fruit","TotalHumanCapital",0,0,0
"938","Campylobacter","Reactive arthritis","All ages","Grains and seeds","TotalHumanCapital",0,0,0
"939","Campylobacter","Reactive arthritis","All ages","Lamb","TotalHumanCapital",2727005.08539604,136017.206025349,13882223.3094229
"940","Campylobacter","Reactive arthritis","All ages","Molluscs","TotalHumanCapital",0,0,0
"941","Campylobacter","Reactive arthritis","All ages","Nuts","TotalHumanCapital",0,0,0
"942","Campylobacter","Reactive arthritis","All ages","Other","TotalHumanCapital",6544045.63201178,3652.12919719293,23635515.3931747
"943","Campylobacter","Reactive arthritis","All ages","Pork","TotalHumanCapital",3374285.37215985,282065.609426102,16687288.1451382
"944","Campylobacter","Reactive arthritis","All ages","Poultry","TotalHumanCapital",43967775.0225032,16283144.0310538,96548285.7299493
"945","Campylobacter","Reactive arthritis","All ages","Vegetables","TotalHumanCapital",4476897.81291778,347096.546552034,17974011.241662
"946","Listeria monocytogenes","Initial","All ages","AllFood","TotalHumanCapital",78394098.3708693,58620323.1929733,102676633.869509
"947","Listeria monocytogenes","Initial","All ages","Beef","TotalHumanCapital",3468192.88679545,117381.777540078,14366980.9369649
"948","Listeria monocytogenes","Initial","All ages","Crustaceans","TotalHumanCapital",3675281.55728585,172077.964524935,16045166.4133743
"949","Listeria monocytogenes","Initial","All ages","Dairy","TotalHumanCapital",13084631.446768,3402010.1139349,40295512.1299916
"950","Listeria monocytogenes","Initial","All ages","Eggs","TotalHumanCapital",0,0,0
"951","Listeria monocytogenes","Initial","All ages","Finfish","TotalHumanCapital",9739459.03892193,1095533.83216726,35348240.1632647
"952","Listeria monocytogenes","Initial","All ages","Fruit","TotalHumanCapital",9767231.79730963,925277.652775583,22913082.0078464
"953","Listeria monocytogenes","Initial","All ages","Grains and seeds","TotalHumanCapital",0,0,0
"954","Listeria monocytogenes","Initial","All ages","Lamb","TotalHumanCapital",2050740.16637686,67133.1194075086,8480571.22783569
"955","Listeria monocytogenes","Initial","All ages","Molluscs","TotalHumanCapital",2605737.261795,119222.765522103,8309879.77632445
"956","Listeria monocytogenes","Initial","All ages","Nuts","TotalHumanCapital",0,0,0
"957","Listeria monocytogenes","Initial","All ages","Other","TotalHumanCapital",0,0,0
"958","Listeria monocytogenes","Initial","All ages","Pork","TotalHumanCapital",7642901.07962758,207873.611683566,24204440.2423128
"959","Listeria monocytogenes","Initial","All ages","Poultry","TotalHumanCapital",2483023.53244738,37511.6228586021,13377663.4272446
"960","Listeria monocytogenes","Initial","All ages","Vegetables","TotalHumanCapital",18242570.1901596,6097352.38784381,37919672.8329497
"961","Non-typhoidal Salmonella","Initial","All ages","AllFood","TotalHumanCapital",102963838.835323,78761979.9509074,135448761.413854
"962","Non-typhoidal Salmonella","Initial","All ages","Beef","TotalHumanCapital",6226732.80179526,1090385.57928633,19764515.7386802
"963","Non-typhoidal Salmonella","Initial","All ages","Crustaceans","TotalHumanCapital",189972.679670842,1.60866050599276,5550935.37572362
"964","Non-typhoidal Salmonella","Initial","All ages","Dairy","TotalHumanCapital",3858897.1346554,122030.053277953,24271944.4561236
"965","Non-typhoidal Salmonella","Initial","All ages","Eggs","TotalHumanCapital",21615326.4597972,2277996.58307962,61218560.7641522
"966","Non-typhoidal Salmonella","Initial","All ages","Finfish","TotalHumanCapital",1047490.32440847,1655.13243519088,5323183.11294039
"967","Non-typhoidal Salmonella","Initial","All ages","Fruit","TotalHumanCapital",4965232.07134229,434157.60610827,17287908.5897577
"968","Non-typhoidal Salmonella","Initial","All ages","Grains and seeds","TotalHumanCapital",4005282.24588177,74562.3047952216,22607378.5105774
"969","Non-typhoidal Salmonella","Initial","All ages","Lamb","TotalHumanCapital",2913181.20351111,486956.778759987,14488005.6844244
"970","Non-typhoidal Salmonella","Initial","All ages","Molluscs","TotalHumanCapital",1205548.23794913,2129.34799903386,6209255.66358403
"971","Non-typhoidal Salmonella","Initial","All ages","Nuts","TotalHumanCapital",1989484.78284388,40894.8931695126,12231318.6237119
"972","Non-typhoidal Salmonella","Initial","All ages","Other","TotalHumanCapital",1150990.12672005,3594.4630937362,6979942.84044921
"973","Non-typhoidal Salmonella","Initial","All ages","Pork","TotalHumanCapital",4256867.66191416,511252.20537394,17984902.4750384
"974","Non-typhoidal Salmonella","Initial","All ages","Poultry","TotalHumanCapital",22533177.6257181,3477301.59998307,57749738.1356216
"975","Non-typhoidal Salmonella","Initial","All ages","Vegetables","TotalHumanCapital",26719789.7163038,3645880.06150503,60363726.5049356
"976","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","AllFood","TotalHumanCapital",16182240.5864952,8632250.94572286,29686384.0834768
"977","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Beef","TotalHumanCapital",965786.734262948,149911.635638912,4114053.19991277
"978","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Crustaceans","TotalHumanCapital",36124.1842155403,0.418535818745513,1220889.29282928
"979","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Dairy","TotalHumanCapital",645316.77258451,19751.9872789248,4803443.96902597
"980","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Eggs","TotalHumanCapital",3320446.48867918,333839.298794131,11382199.0780965
"981","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Finfish","TotalHumanCapital",168058.477359769,337.506313375886,1179836.0494765
"982","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Fruit","TotalHumanCapital",778127.450797524,64484.0540951927,3593248.12079265
"983","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Grains and seeds","TotalHumanCapital",662015.878086578,12621.8858485913,4557158.91146766
"984","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Lamb","TotalHumanCapital",479545.269463199,66550.8980779146,3009608.17736583
"985","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Molluscs","TotalHumanCapital",194166.59421189,295.789454897712,1377527.74776359
"986","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Nuts","TotalHumanCapital",331055.385649544,7030.68946542179,2563055.87383396
"987","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Other","TotalHumanCapital",188247.302938235,627.727156031355,1530905.9664245
"988","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Pork","TotalHumanCapital",688366.096143293,74237.7727914598,3707989.09210238
"989","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Poultry","TotalHumanCapital",3442345.56689738,492785.623111447,10928947.7510565
"990","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Vegetables","TotalHumanCapital",3987697.69404795,517984.67670437,11608864.9937281
"991","Non-typhoidal Salmonella","Reactive arthritis","All ages","AllFood","TotalHumanCapital",20008350.2560454,5318345.24927272,48516154.5836225
"992","Non-typhoidal Salmonella","Reactive arthritis","All ages","Beef","TotalHumanCapital",1113391.86589057,124003.203779714,6001634.26202706
"993","Non-typhoidal Salmonella","Reactive arthritis","All ages","Crustaceans","TotalHumanCapital",47451.6415330645,0.712457580195942,1844537.47501494
"994","Non-typhoidal Salmonella","Reactive arthritis","All ages","Dairy","TotalHumanCapital",754874.525339948,21678.5621535787,6852363.59369272
"995","Non-typhoidal Salmonella","Reactive arthritis","All ages","Eggs","TotalHumanCapital",3777968.20380105,302858.951013632,17037266.4339895
"996","Non-typhoidal Salmonella","Reactive arthritis","All ages","Finfish","TotalHumanCapital",192695.850613993,469.360135944615,1788559.84890699
"997","Non-typhoidal Salmonella","Reactive arthritis","All ages","Fruit","TotalHumanCapital",887472.529294444,60025.6895284062,5329487.12951579
"998","Non-typhoidal Salmonella","Reactive arthritis","All ages","Grains and seeds","TotalHumanCapital",769019.316888749,14597.5153136459,6603033.88584195
"999","Non-typhoidal Salmonella","Reactive arthritis","All ages","Lamb","TotalHumanCapital",564797.32198183,56304.8543863157,4404547.11776553
"1000","Non-typhoidal Salmonella","Reactive arthritis","All ages","Molluscs","TotalHumanCapital",223093.243107059,366.994251082938,2069315.5577465
"1001","Non-typhoidal Salmonella","Reactive arthritis","All ages","Nuts","TotalHumanCapital",382248.324634725,7820.4602070626,3793397.79517941
"1002","Non-typhoidal Salmonella","Reactive arthritis","All ages","Other","TotalHumanCapital",219350.246033915,814.106285852504,2228156.44667359
"1003","Non-typhoidal Salmonella","Reactive arthritis","All ages","Pork","TotalHumanCapital",795002.247663393,66485.3815910324,5429227.16972566
"1004","Non-typhoidal Salmonella","Reactive arthritis","All ages","Poultry","TotalHumanCapital",3892946.45861805,416875.641743313,16392926.2552893
"1005","Non-typhoidal Salmonella","Reactive arthritis","All ages","Vegetables","TotalHumanCapital",4493942.21096088,453168.918266622,17465816.4860755
"1006","STEC","Haemolytic uremic syndrome","All ages","AllFood","TotalHumanCapital",8973580.49881399,5203338.10060945,14997276.2885606
"1007","STEC","Haemolytic uremic syndrome","All ages","Beef","TotalHumanCapital",3058916.14717331,554084.441587308,7545024.53750047
"1008","STEC","Haemolytic uremic syndrome","All ages","Crustaceans","TotalHumanCapital",0,0,0
"1009","STEC","Haemolytic uremic syndrome","All ages","Dairy","TotalHumanCapital",864424.128102009,39202.5635151629,4592075.46233026
"1010","STEC","Haemolytic uremic syndrome","All ages","Eggs","TotalHumanCapital",0,0,0
"1011","STEC","Haemolytic uremic syndrome","All ages","Finfish","TotalHumanCapital",0,0,0
"1012","STEC","Haemolytic uremic syndrome","All ages","Fruit","TotalHumanCapital",413291.504332597,55559.922427121,1621355.17451201
"1013","STEC","Haemolytic uremic syndrome","All ages","Grains and seeds","TotalHumanCapital",275284.355222366,18662.5250986332,1364728.05142782
"1014","STEC","Haemolytic uremic syndrome","All ages","Lamb","TotalHumanCapital",848292.858599954,59772.0692788497,4324246.83340321
"1015","STEC","Haemolytic uremic syndrome","All ages","Molluscs","TotalHumanCapital",0,0,0
"1016","STEC","Haemolytic uremic syndrome","All ages","Nuts","TotalHumanCapital",133219.752633071,2067.06803830768,765990.636687885
"1017","STEC","Haemolytic uremic syndrome","All ages","Other","TotalHumanCapital",584150.885741672,99718.1749667372,2675786.53744074
"1018","STEC","Haemolytic uremic syndrome","All ages","Pork","TotalHumanCapital",564746.335413014,25950.1382975367,3155408.26929536
"1019","STEC","Haemolytic uremic syndrome","All ages","Poultry","TotalHumanCapital",0,0,0
"1020","STEC","Haemolytic uremic syndrome","All ages","Vegetables","TotalHumanCapital",1816795.30800376,365599.024711409,6485750.83605515
"1021","STEC","Initial","All ages","AllFood","TotalHumanCapital",2466967.39222827,1190743.2109148,5020567.32586311
"1022","STEC","Initial","All ages","Beef","TotalHumanCapital",823280.915432582,140307.269018862,2370883.27227722
"1023","STEC","Initial","All ages","Crustaceans","TotalHumanCapital",0,0,0
