"","Measure","Pathogen","Disease","Agegroup","Source","median","5%","95%"
"2463","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Shellfish",1077.13775341786,589.94851275588,1685.33723779884
"2464","Hospitalisations","All pathogens","Initial and sequel disease","All ages","Vegetables",621.921478632313,450.87277301792,846.524214432009
"2465","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","AllFood",9.68496324944138,4.8596596430955,14.5513371903032
"2466","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Beef",0.0231345720937668,0.00895613933714207,0.0492646196416366
"2467","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Dairy",3.33165529690186,1.66664691655404,5.03622045738357
"2468","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Eggs",0,0,0
"2469","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Fin fish",0.0698263294838981,0.0306407218247018,0.132934773897044
"2470","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Fruit",1.53013841759853,0.763953996215016,2.33364841369085
"2471","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Lamb",0.0231221471855839,0.00895068535282868,0.0492568710820538
"2472","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Nuts",0.0230912842857931,0.00888376904539733,0.0492413120424064
"2473","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Other",0.304372240840576,0.138130562493029,0.552321797651624
"2474","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Pork",0.747079814061036,0.374823667790484,1.12348152024427
"2475","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Poultry",0.722848376960591,0.362555567003575,1.0871494688718
"2476","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Seeds and grains",0.226456659558831,0.107485626009258,0.389992606331127
"2477","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Shellfish",0.722501392364508,0.36259202395143,1.08765605302549
"2478","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","<5","Vegetables",1.82768325382311,0.916098494778218,2.76160943312966
"2479","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","AllFood",29.0548897483241,14.5789789292865,43.6540115709094
"2480","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Beef",0.0694037162813003,0.0268684180114262,0.14779385892491
"2481","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Dairy",9.99496589070558,4.99994074966211,15.1086613721507
"2482","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Eggs",0,0,0
"2483","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Fin fish",0.209478988451694,0.0919221654741053,0.398804321691131
"2484","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Fruit",4.59041525279558,2.29186198864505,7.00094524107254
"2485","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Lamb",0.0693664415567517,0.026852056058486,0.147770613246162
"2486","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Nuts",0.0692738528573792,0.026651307136192,0.147723936127219
"2487","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Other",0.913116722521729,0.414391687479086,1.65696539295487
"2488","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Pork",2.24123944218311,1.12447100337145,3.3704445607328
"2489","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Poultry",2.16854513088177,1.08766670101073,3.26144840661541
"2490","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Seeds and grains",0.679369978676493,0.322456878027775,1.16997781899338
"2491","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Shellfish",2.16750417709352,1.08777607185429,3.26296815907647
"2492","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","5-64","Vegetables",5.48304976146934,2.74829548433465,8.28482829938897
"2493","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","AllFood",61.9837647964248,31.1018217158112,93.1285580179402
"2494","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Beef",0.148061261400107,0.0573192917577092,0.315293565706474
"2495","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Dairy",21.3225939001719,10.6665402659458,32.2318109272548
"2496","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Eggs",0,0,0
"2497","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Fin fish",0.446888508696948,0.196100619678091,0.850782552941079
"2498","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Fruit",9.79288587263057,4.8893055757761,14.9353498476214
"2499","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Lamb",0.147981741987737,0.0572843862581035,0.315243974925145
"2500","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Nuts",0.147784219429076,0.0568561218905429,0.315144397071401
"2501","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Other",1.94798234137969,0.884035599955384,3.5348595049704
"2502","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Pork",4.78131080999063,2.3988714738591,7.1902817295633
"2503","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Poultry",4.62622961254778,2.32035562882288,6.95775660077955
"2504","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Seeds and grains",1.44932262117652,0.687908006459253,2.49595268051921
"2505","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Shellfish",4.62400891113285,2.32058895328915,6.96099873936313
"2506","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","65+","Vegetables",11.6971728244679,5.8630303665806,17.6743003720298
"2507","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","AllFood",100.72361779419,50.5404602881932,151.333906779153
"2508","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Beef",0.240599549775174,0.0931438491062775,0.51235204427302
"2509","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Dairy",34.6492150877793,17.333127932162,52.3766927567891
"2510","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Eggs",0,0,0
"2511","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Fin fish",0.726193826632541,0.318663506976898,1.38252164852925
"2512","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Fruit",15.9134395430247,7.94512156063617,24.2699435023848
"2513","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Lamb",0.240470330730073,0.0930871276694182,0.51227145925336
"2514","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Nuts",0.240149356572248,0.0923911980721322,0.512109645241027
"2515","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Other",3.16547130474199,1.4365578499275,5.74414669557689
"2516","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Pork",7.76963006623478,3.89816614502104,11.6842078105404
"2517","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Poultry",7.51762312039014,3.77057789683718,11.3063544762668
"2518","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Seeds and grains",2.35514925941184,1.11785051049629,4.05592310584372
"2519","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Shellfish",7.51401448059088,3.77095704909487,11.3116229514651
"2520","Hospitalisations","Listeria monocytogenes","Initial and sequel disease","All ages","Vegetables",19.0079058397604,9.52742434569347,28.7207381045484
"2521","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","AllFood",954.850926442443,620.41962875265,1367.23742295419
"2522","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Beef",57.856729583393,30.8808188326565,101.102634729911
"2523","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Dairy",10.5279189012756,5.87606928801122,17.7264735235177
"2524","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Eggs",346.335155614821,204.202519174964,552.291624160144
"2525","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Fin fish",1.132818420199,0.629931787028785,1.90413660016893
"2526","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Fruit",23.354644437771,11.3773508502095,44.0429249132758
"2527","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Lamb",47.1557626475726,24.5911865123549,84.6114024050344
"2528","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Nuts",38.8559571727947,18.4389358368294,74.1151816312481
"2529","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Other",16.4332000919993,9.59676748330819,26.5964722358999
"2530","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Pork",82.5142722224738,42.7171038783324,148.080228451562
"2531","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Poultry",224.744350085565,121.840910703764,388.845189336843
"2532","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Seeds and grains",14.7254407344622,8.380480482942,24.4140530791871
"2533","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Shellfish",2.82748899357043,1.50918373689335,4.94039787619391
"2534","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","<5","Vegetables",78.1559587246864,46.4265154254009,124.394754847284
"2535","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","AllFood",2469.59709762854,1635.47429886102,3524.90460960131
"2536","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Beef",149.6444136439,80.8195275361409,261.366169418252
"2537","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Dairy",27.2343286743103,15.4120969478681,45.8143318604846
"2538","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Eggs",895.247560959533,538.704753673792,1429.40908580667
"2539","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Fin fish",2.92890198021296,1.65784300522454,4.91360149680942
"2540","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Fruit",60.4692523536465,29.7458550168085,113.43456804009
"2541","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Lamb",122.33409253363,64.3669437158993,217.478160935864
"2542","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Nuts",100.49433706179,48.4457977670791,191.510207468363
"2543","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Other",42.5589885823276,25.2822973525165,68.8216279573255
"2544","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Pork",213.387821087134,112.291630616295,381.612456368691
"2545","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Poultry",581.641685057667,319.026968534638,1004.24620500972
"2546","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Seeds and grains",38.1190910581432,21.9954658121121,63.0558297985834
"2547","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Shellfish",7.31644579539618,3.96198496550512,12.7707797749226
"2548","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Vegetables",202.145638738665,121.902231795263,320.264533574745
"2549","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","AllFood",1006.55164074145,662.163050333789,1423.829434585
"2550","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Beef",60.8589063956384,32.9077329709204,105.968575335996
"2551","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Dairy",11.0813619246541,6.24289432152212,18.5677567396095
"2552","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Eggs",364.851826078018,218.307385413369,577.74697967806
"2553","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Fin fish",1.19150582277336,0.673188318831158,1.98390079075304
"2554","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Fruit",24.6273150266043,12.0575806704301,46.0116286068486
"2555","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Lamb",49.897504814386,26.1488211635669,88.092875763449
"2556","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Nuts",40.8723123398357,19.6726262622906,77.6376292695521
"2557","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Other",17.3141883555322,10.2490903037553,27.7809247004963
"2558","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Pork",86.9627562211981,45.4063372600416,154.784521719997
"2559","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Poultry",236.754589133617,130.308689173991,406.409143013764
"2560","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Seeds and grains",15.4759179605553,8.9373466880171,25.5710397392346
"2561","Hospitalisations","Non-typhoidal Salmonella","Initial and sequel disease","65+","Shellfish",2.98014325262862,1.60309166022415,5.16915942265449
