"","Measure","Pathogen","Disease","Agegroup","Source","median","5%","95%"
"1446","Cases","Listeria monocytogenes","Initial","All ages","Eggs",0,0,0
"1447","Cases","Listeria monocytogenes","Initial","All ages","Fin fish",0.726193826632541,0.318663506976898,1.38252164852925
"1448","Cases","Listeria monocytogenes","Initial","All ages","Fruit",15.9134395430247,7.94512156063617,24.2699435023848
"1449","Cases","Listeria monocytogenes","Initial","All ages","Lamb",0.240470330730073,0.0930871276694182,0.51227145925336
"1450","Cases","Listeria monocytogenes","Initial","All ages","Nuts",0.240149356572248,0.0923911980721322,0.512109645241027
"1451","Cases","Listeria monocytogenes","Initial","All ages","Other",3.16547130474199,1.4365578499275,5.74414669557689
"1452","Cases","Listeria monocytogenes","Initial","All ages","Pork",7.76963006623478,3.89816614502104,11.6842078105404
"1453","Cases","Listeria monocytogenes","Initial","All ages","Poultry",7.51762312039014,3.77057789683718,11.3063544762668
"1454","Cases","Listeria monocytogenes","Initial","All ages","Seeds and grains",2.35514925941184,1.11785051049629,4.05592310584372
"1455","Cases","Listeria monocytogenes","Initial","All ages","Shellfish",7.51401448059088,3.77095704909487,11.3116229514651
"1456","Cases","Listeria monocytogenes","Initial","All ages","Vegetables",19.0079058397604,9.52742434569347,28.7207381045484
"1457","Cases","Non-typhoidal Salmonella","Initial","All ages","AllFood",61591.6175885575,34268.1578740398,108613.833553506
"1458","Cases","Non-typhoidal Salmonella","Initial","All ages","Beef",3740.44962075307,1783.42497602729,7610.8584450483
"1459","Cases","Non-typhoidal Salmonella","Initial","All ages","Dairy",680.848098386093,335.707440908506,1341.52393093143
"1460","Cases","Non-typhoidal Salmonella","Initial","All ages","Eggs",22429.5992367938,11584.2887965808,42484.0956196236
"1461","Cases","Non-typhoidal Salmonella","Initial","All ages","Fin fish",73.2325850291604,36.2500044221982,143.956931706236
"1462","Cases","Non-typhoidal Salmonella","Initial","All ages","Fruit",1513.51284674684,663.382892892063,3262.61438965754
"1463","Cases","Non-typhoidal Salmonella","Initial","All ages","Lamb",3057.3732122245,1425.11859954367,6317.51279490912
"1464","Cases","Non-typhoidal Salmonella","Initial","All ages","Nuts",2512.93229221447,1083.84382708526,5482.34905304433
"1465","Cases","Non-typhoidal Salmonella","Initial","All ages","Other",1063.76721807994,545.044517413493,2038.81418228821
"1466","Cases","Non-typhoidal Salmonella","Initial","All ages","Pork",5339.81904020573,2480.54105500964,11084.0875227207
"1467","Cases","Non-typhoidal Salmonella","Initial","All ages","Poultry",14528.7724852103,7035.42998527706,29403.1991876274
"1468","Cases","Non-typhoidal Salmonella","Initial","All ages","Seeds and grains",952.272741250165,477.013413250615,1856.14794312708
"1469","Cases","Non-typhoidal Salmonella","Initial","All ages","Shellfish",182.773275350855,87.0509286772203,372.081996958614
"1470","Cases","Non-typhoidal Salmonella","Initial","All ages","Vegetables",5049.27485849412,2624.43182674409,9576.19229812647
"1471","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","AllFood",5396.23814299643,2938.75837699717,9695.97009078124
"1472","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Beef",327.304044181087,153.633178820121,678.137611725987
"1473","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Dairy",59.6120152866305,28.861402158886,119.457435159404
"1474","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Eggs",1963.77368124955,991.661891719559,3787.56463556832
"1475","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Fin fish",6.41518724072431,3.11816094342233,12.8529527982011
"1476","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Fruit",132.792218864084,57.0703087392425,289.865098982026
"1477","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Lamb",268.069539724184,123.044468486878,562.45400364513
"1478","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Nuts",219.816285183264,93.6200321992528,488.998424938596
"1479","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Other",93.1235344013806,46.9054253022582,181.683375915463
"1480","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Pork",468.037446352226,213.44405007471,984.266517745825
"1481","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Poultry",1272.84330328696,601.539610326008,2615.33599983393
"1482","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Seeds and grains",83.5794591213385,40.8755815183905,165.204747346084
"1483","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Shellfish",16.0201509145955,7.49270504361586,33.0923624880969
"1484","Cases","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Vegetables",442.588158512808,226.586525868767,851.787393085539
"1485","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","AllFood",5750.65376343905,1510.18934726474,14223.3169536158
"1486","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Beef",345.060065789644,85.1899197741686,955.030707970267
"1487","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Dairy",63.0091415304706,15.8061070535673,170.481052584755
"1488","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Eggs",2080.08915076932,530.790615455691,5427.07639094508
"1489","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Fin fish",6.77507111161429,1.68343651370154,18.2344620905626
"1490","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Fruit",137.940344620071,32.9440491301528,406.248513757933
"1491","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Lamb",281.264486405822,68.9433430306076,789.90259843719
"1492","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Nuts",229.372214186716,54.4918920073154,678.123564998925
"1493","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Other",98.8024153142197,25.1007801040982,259.789368364938
"1494","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Pork",490.797076595015,119.765112352919,1381.65699314632
"1495","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Poultry",1344.51955411977,331.541532298306,3658.69463208115
"1496","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Seeds and grains",88.1441862061575,22.2909662731026,235.877440633498
"1497","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Shellfish",16.8801776756202,4.12690257228192,46.755317221385
"1498","Cases","Non-typhoidal Salmonella","Reactive arthritis","All ages","Vegetables",470.054417214503,120.508685191028,1222.53678904223
"1499","Cases","Norovirus","Initial","All ages","AllFood",327746.022729871,89603.2372643191,670766.077148143
"1500","Cases","Norovirus","Initial","All ages","Beef",0,0,0
"1501","Cases","Norovirus","Initial","All ages","Dairy",0,0,0
"1502","Cases","Norovirus","Initial","All ages","Eggs",0,0,0
"1503","Cases","Norovirus","Initial","All ages","Fin fish",1287.89524467558,339.868762781074,2958.17069854997
"1504","Cases","Norovirus","Initial","All ages","Fruit",22855.3097727995,5903.10287949654,54493.4773341001
"1505","Cases","Norovirus","Initial","All ages","Lamb",0,0,0
"1506","Cases","Norovirus","Initial","All ages","Nuts",0,0,0
"1507","Cases","Norovirus","Initial","All ages","Other",23504.4538139237,6305.84263092653,51337.7271825919
"1508","Cases","Norovirus","Initial","All ages","Pork",0,0,0
"1509","Cases","Norovirus","Initial","All ages","Poultry",0,0,0
"1510","Cases","Norovirus","Initial","All ages","Seeds and grains",0,0,0
"1511","Cases","Norovirus","Initial","All ages","Shellfish",226668.260366005,62016.3658672576,464083.799158751
"1512","Cases","Norovirus","Initial","All ages","Vegetables",43287.7153082515,11412.6308591294,98054.1514990086
"1513","Cases","STEC","Haemolytic uremic syndrome","All ages","AllFood",78.1789611989719,29.7096022230475,196.763898608615
"1514","Cases","STEC","Haemolytic uremic syndrome","All ages","Beef",27.0082194491531,10.252934577215,67.9677636890303
"1515","Cases","STEC","Haemolytic uremic syndrome","All ages","Dairy",11.7170706426582,4.43824002809303,29.7462863465132
"1516","Cases","STEC","Haemolytic uremic syndrome","All ages","Eggs",0.242915973548609,0.0756364701385016,0.725508055929059
"1517","Cases","STEC","Haemolytic uremic syndrome","All ages","Fin fish",0,0,0
"1518","Cases","STEC","Haemolytic uremic syndrome","All ages","Fruit",3.28325198812167,1.24104732227255,8.30559552581087
"1519","Cases","STEC","Haemolytic uremic syndrome","All ages","Lamb",5.26441271535254,1.99671330972212,13.2915655666934
"1520","Cases","STEC","Haemolytic uremic syndrome","All ages","Nuts",0,0,0
"1521","Cases","STEC","Haemolytic uremic syndrome","All ages","Other",3.06885168275181,1.14257747919138,7.91887856482585
"1522","Cases","STEC","Haemolytic uremic syndrome","All ages","Pork",5.79654649486627,2.20022119152722,14.5759029694102
"1523","Cases","STEC","Haemolytic uremic syndrome","All ages","Poultry",3.28130514511396,1.24001445219855,8.29817586175398
"1524","Cases","STEC","Haemolytic uremic syndrome","All ages","Seeds and grains",3.28176715695267,1.24276349114563,8.30806656796334
"1525","Cases","STEC","Haemolytic uremic syndrome","All ages","Shellfish",0,0,0
"1526","Cases","STEC","Haemolytic uremic syndrome","All ages","Vegetables",15.4357504200205,5.8541125786129,38.9150303660683
"1527","Cases","STEC","Initial","All ages","AllFood",2632.41924025905,1135.29825885065,5763.19372942968
"1528","Cases","STEC","Initial","All ages","Beef",909.250644006841,392.013206326651,1992.84907022805
"1529","Cases","STEC","Initial","All ages","Dairy",393.907956910915,169.4762522585,871.642757020557
"1530","Cases","STEC","Initial","All ages","Eggs",8.18069576780108,2.81916131061203,21.7910512864589
"1531","Cases","STEC","Initial","All ages","Fin fish",0,0,0
"1532","Cases","STEC","Initial","All ages","Fruit",110.573790373766,47.3675521526245,243.41267805042
"1533","Cases","STEC","Initial","All ages","Lamb",177.256836913756,76.4030720172291,389.632640282754
"1534","Cases","STEC","Initial","All ages","Nuts",0,0,0
"1535","Cases","STEC","Initial","All ages","Other",103.100720379914,43.4974627372979,232.742443610267
"1536","Cases","STEC","Initial","All ages","Pork",195.044022407507,84.0680141128807,427.675982711216
"1537","Cases","STEC","Initial","All ages","Poultry",110.563893177526,47.3129268793577,243.48544825466
"1538","Cases","STEC","Initial","All ages","Seeds and grains",110.527718343574,47.4316222810131,243.517379507594
"1539","Cases","STEC","Initial","All ages","Shellfish",0,0,0
"1540","Cases","STEC","Initial","All ages","Vegetables",519.630721600837,223.579376037683,1139.35360649966
"1541","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","AllFood",1.57908533607292,0.85247886290133,2.78536520003738
"1542","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Beef",0.545565990441604,0.293862880249841,0.963263442740512
"1543","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Dairy",0.236810758972176,0.126382583110627,0.422778094327092
"1544","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Eggs",0.00490850725469933,0.0020029024501399,0.0110903941592418
"1545","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Fin fish",0,0,0
"1546","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Fruit",0.0663279267448046,0.0355378944892623,0.118250354385555
"1547","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Lamb",0.106310692173219,0.0572193057899379,0.188292104175123
"1548","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Nuts",0,0,0
"1549","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Other",0.0619074302583393,0.0324546099928365,0.113952078501238
"1550","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Pork",0.117102086545053,0.0631329183016822,0.206514115363767
"1551","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Poultry",0.0663059091072155,0.0354964797927146,0.118104363767704
"1552","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Seeds and grains",0.0663693274101027,0.0354568484311454,0.118082629251808
"1553","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Shellfish",0,0,0
"1554","Deaths","All pathogens","Haemolytic uremic syndrome","All ages","Vegetables",0.31175017188023,0.167714375986334,0.552002070339113
"1555","Deaths","All pathogens","Initial","All ages","AllFood",27.8807948680887,22.2180310772345,34.5076269997112
"1556","Deaths","All pathogens","Initial","All ages","Beef",0.805281971211303,0.478070102950406,1.31837157773354
"1557","Deaths","All pathogens","Initial","All ages","Dairy",5.39809929264619,3.99741327649071,7.14526622792839
"1558","Deaths","All pathogens","Initial","All ages","Eggs",4.13434783645964,2.55151351333894,6.50040798520694
"1559","Deaths","All pathogens","Initial","All ages","Fin fish",0.130204666215081,0.0794560720407224,0.209420513571752
"1560","Deaths","All pathogens","Initial","All ages","Fruit",2.78011803984235,2.09415937858005,3.64515447833874
"1561","Deaths","All pathogens","Initial","All ages","Lamb",0.61975179273295,0.355402305157817,1.05205589244946
"1562","Deaths","All pathogens","Initial","All ages","Nuts",0.504417973349556,0.265035965897519,0.912078149443356
"1563","Deaths","All pathogens","Initial","All ages","Other",0.767134692417351,0.536022903664563,1.09334601338798
"1564","Deaths","All pathogens","Initial","All ages","Pork",2.20039733727664,1.61444852630088,3.01994886631772
"1565","Deaths","All pathogens","Initial","All ages","Poultry",3.85035253523221,2.6200618565839,5.75197489719511
"1566","Deaths","All pathogens","Initial","All ages","Seeds and grains",0.55405421270155,0.393042202055934,0.77024525443306
"1567","Deaths","All pathogens","Initial","All ages","Shellfish",1.77272709677039,1.28933709121465,2.43718241095099
"1568","Deaths","All pathogens","Initial","All ages","Vegetables",4.00493627989631,3.1184457767953,5.07352491053569
"1569","Deaths","All pathogens","Irritable bowel syndrome","All ages","AllFood",0.0591911037610681,0.0197659443383462,0.178053374461387
"1570","Deaths","All pathogens","Irritable bowel syndrome","All ages","Beef",0.0035922867085842,0.00109425911554393,0.0117196397909433
"1571","Deaths","All pathogens","Irritable bowel syndrome","All ages","Dairy",0.000656322921118259,0.000203486002276696,0.00208799986008245
"1572","Deaths","All pathogens","Irritable bowel syndrome","All ages","Eggs",0.0215807721087083,0.00687685815898873,0.0670394372595562
"1573","Deaths","All pathogens","Irritable bowel syndrome","All ages","Fin fish",7.04292139457768e-05,2.18687442843923e-05,0.000224505361857943
"1574","Deaths","All pathogens","Irritable bowel syndrome","All ages","Fruit",0.00145193686085915,0.000418505851092464,0.00491852341512322
"1575","Deaths","All pathogens","Irritable bowel syndrome","All ages","Lamb",0.00294448676210946,0.000882440872350825,0.00966981813090191
"1576","Deaths","All pathogens","Irritable bowel syndrome","All ages","Nuts",0.00241010802131582,0.000687486316102893,0.008264194867956
"1577","Deaths","All pathogens","Irritable bowel syndrome","All ages","Other",0.00102362874779078,0.000325562390371501,0.00322183235474298
"1578","Deaths","All pathogens","Irritable bowel syndrome","All ages","Pork",0.00513612738281137,0.00153339000866496,0.0169428649673293
"1579","Deaths","All pathogens","Irritable bowel syndrome","All ages","Poultry",0.014014597490147,0.00427446836555603,0.0453768163987746
"1580","Deaths","All pathogens","Irritable bowel syndrome","All ages","Seeds and grains",0.000916274152287131,0.000286182202592011,0.00291473250050419
"1581","Deaths","All pathogens","Irritable bowel syndrome","All ages","Shellfish",0.000175840293121686,5.33701844499164e-05,0.000569628287184633
"1582","Deaths","All pathogens","Irritable bowel syndrome","All ages","Vegetables",0.00486325687231495,0.00155830424072007,0.0150970472456372
"1583","Deaths","All pathogens","Reactive arthritis","All ages","AllFood",0.0278908682812029,0.00296154376016551,0.136155372880002
"1584","Deaths","All pathogens","Reactive arthritis","All ages","Beef",0.00168139042447891,0.00016982277826955,0.00876498528336756
"1585","Deaths","All pathogens","Reactive arthritis","All ages","Dairy",0.000305574771313485,3.16335610723922e-05,0.00157426993635968
"1586","Deaths","All pathogens","Reactive arthritis","All ages","Eggs",0.0101080114603279,0.00104689016844944,0.0509061175182148
"1587","Deaths","All pathogens","Reactive arthritis","All ages","Fin fish",3.29810968926437e-05,3.40486890617438e-06,0.000168967059914157
"1588","Deaths","All pathogens","Reactive arthritis","All ages","Fruit",0.000673045439807502,6.71123522455366e-05,0.00368107213446104
"1589","Deaths","All pathogens","Reactive arthritis","All ages","Lamb",0.00136571317605136,0.000139913374449705,0.00718239522206763
"1590","Deaths","All pathogens","Reactive arthritis","All ages","Nuts",0.00111676025496175,0.000111202431308409,0.00608824814358368
"1591","Deaths","All pathogens","Reactive arthritis","All ages","Other",0.000480742009825303,4.99763310031946e-05,0.00243164367818939
"1592","Deaths","All pathogens","Reactive arthritis","All ages","Pork",0.00238519439323703,0.000244645476631583,0.0126893275786691
"1593","Deaths","All pathogens","Reactive arthritis","All ages","Poultry",0.00652310468677075,0.000672095975237813,0.0337891528330013
"1594","Deaths","All pathogens","Reactive arthritis","All ages","Seeds and grains",0.000427663753306205,4.43863767635131e-05,0.00219146670842124
"1595","Deaths","All pathogens","Reactive arthritis","All ages","Shellfish",8.17662095067279e-05,8.42301545396988e-06,0.000429883364059303
"1596","Deaths","All pathogens","Reactive arthritis","All ages","Vegetables",0.00227867163376154,0.000238007626656929,0.0115117567050437
"1597","Deaths","Listeria monocytogenes","Initial","All ages","AllFood",15.2129040988488,11.2022163016539,20.1434659945834
"1598","Deaths","Listeria monocytogenes","Initial","All ages","Beef",0.0375899359242073,0.0173779972656723,0.0717696930788714
"1599","Deaths","Listeria monocytogenes","Initial","All ages","Dairy",5.23595291031116,3.83954171241636,6.97789473128924
"1600","Deaths","Listeria monocytogenes","Initial","All ages","Eggs",0,0,0
"1601","Deaths","Listeria monocytogenes","Initial","All ages","Fin fish",0.112372092747504,0.0623099822831568,0.191145920021239
"1602","Deaths","Listeria monocytogenes","Initial","All ages","Fruit",2.40688929756275,1.74709949904989,3.24141912710271
"1603","Deaths","Listeria monocytogenes","Initial","All ages","Lamb",0.0374914164522428,0.0173643438005979,0.071986377466527
"1604","Deaths","Listeria monocytogenes","Initial","All ages","Nuts",0.037409935524399,0.0172796404291367,0.0720948238776602
"1605","Deaths","Listeria monocytogenes","Initial","All ages","Other",0.486811829840717,0.285737083213344,0.792421141584355
"1606","Deaths","Listeria monocytogenes","Initial","All ages","Pork",1.17314853705727,0.863003440547641,1.55648838778055
"1607","Deaths","Listeria monocytogenes","Initial","All ages","Poultry",1.13532039031269,0.835775321996706,1.5053225787759
"1608","Deaths","Listeria monocytogenes","Initial","All ages","Seeds and grains",0.361132727644776,0.227708358159945,0.553484590094004
"1609","Deaths","Listeria monocytogenes","Initial","All ages","Shellfish",1.13574088563639,0.835432889509636,1.50548607244604
"1610","Deaths","Listeria monocytogenes","Initial","All ages","Vegetables",2.87430767089814,2.10524419888882,3.82993645667582
"1611","Deaths","Non-typhoidal Salmonella","Initial","All ages","AllFood",11.363837229428,7.83897200820626,16.0008982938785
"1612","Deaths","Non-typhoidal Salmonella","Initial","All ages","Beef",0.69004628144571,0.381634990865539,1.18845528084362
"1613","Deaths","Non-typhoidal Salmonella","Initial","All ages","Dairy",0.125660061278461,0.0732419708581659,0.208141448779788
"1614","Deaths","Non-typhoidal Salmonella","Initial","All ages","Eggs",4.13359681679554,2.55063308240247,6.50008386451608
"1615","Deaths","Non-typhoidal Salmonella","Initial","All ages","Fin fish",0.013519027535028,0.00783773454484267,0.022441740649105
"1616","Deaths","Non-typhoidal Salmonella","Initial","All ages","Fruit",0.279431979361603,0.139862281688292,0.519244486368012
"1617","Deaths","Non-typhoidal Salmonella","Initial","All ages","Lamb",0.564728899727345,0.303323492976325,0.995388988994206
"1618","Deaths","Non-typhoidal Salmonella","Initial","All ages","Nuts",0.464050319734071,0.227553333172733,0.872261641812624
"1619","Deaths","Non-typhoidal Salmonella","Initial","All ages","Other",0.195984041384103,0.119931164295505,0.311306355888103
"1620","Deaths","Non-typhoidal Salmonella","Initial","All ages","Pork",0.988410379618881,0.529159839604903,1.73823127836307
"1621","Deaths","Non-typhoidal Salmonella","Initial","All ages","Poultry",2.68860682541295,1.51322424975659,4.57006778146246
"1622","Deaths","Non-typhoidal Salmonella","Initial","All ages","Seeds and grains",0.175878744374312,0.103887571384215,0.286412112684481
"1623","Deaths","Non-typhoidal Salmonella","Initial","All ages","Shellfish",0.0338163634570826,0.0186933858153805,0.0579210387573018
"1624","Deaths","Non-typhoidal Salmonella","Initial","All ages","Vegetables",0.933132176266376,0.579430532914334,1.45854844235116
"1625","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","AllFood",0.0591911037610681,0.0197659443383462,0.178053374461387
"1626","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Beef",0.0035922867085842,0.00109425911554393,0.0117196397909433
"1627","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Dairy",0.000656322921118259,0.000203486002276696,0.00208799986008245
"1628","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Eggs",0.0215807721087083,0.00687685815898873,0.0670394372595562
"1629","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Fin fish",7.04292139457768e-05,2.18687442843923e-05,0.000224505361857943
"1630","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Fruit",0.00145193686085915,0.000418505851092464,0.00491852341512322
"1631","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Lamb",0.00294448676210946,0.000882440872350825,0.00966981813090191
"1632","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Nuts",0.00241010802131582,0.000687486316102893,0.008264194867956
"1633","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Other",0.00102362874779078,0.000325562390371501,0.00322183235474298
"1634","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Pork",0.00513612738281137,0.00153339000866496,0.0169428649673293
"1635","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Poultry",0.014014597490147,0.00427446836555603,0.0453768163987746
"1636","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Seeds and grains",0.000916274152287131,0.000286182202592011,0.00291473250050419
"1637","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Shellfish",0.000175840293121686,5.33701844499164e-05,0.000569628287184633
"1638","Deaths","Non-typhoidal Salmonella","Irritable bowel syndrome","All ages","Vegetables",0.00486325687231495,0.00155830424072007,0.0150970472456372
"1639","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","AllFood",0.0278908682812029,0.00296154376016551,0.136155372880002
"1640","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Beef",0.00168139042447891,0.00016982277826955,0.00876498528336756
"1641","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Dairy",0.000305574771313485,3.16335610723922e-05,0.00157426993635968
"1642","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Eggs",0.0101080114603279,0.00104689016844944,0.0509061175182148
"1643","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Fin fish",3.29810968926437e-05,3.40486890617438e-06,0.000168967059914157
"1644","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Fruit",0.000673045439807502,6.71123522455366e-05,0.00368107213446104
"1645","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Lamb",0.00136571317605136,0.000139913374449705,0.00718239522206763
"1646","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Nuts",0.00111676025496175,0.000111202431308409,0.00608824814358368
"1647","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Other",0.000480742009825303,4.99763310031946e-05,0.00243164367818939
"1648","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Pork",0.00238519439323703,0.000244645476631583,0.0126893275786691
"1649","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Poultry",0.00652310468677075,0.000672095975237813,0.0337891528330013
"1650","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Seeds and grains",0.000427663753306205,4.43863767635131e-05,0.00219146670842124
"1651","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Shellfish",8.17662095067279e-05,8.42301545396988e-06,0.000429883364059303
"1652","Deaths","Non-typhoidal Salmonella","Reactive arthritis","All ages","Vegetables",0.00227867163376154,0.000238007626656929,0.0115117567050437
"1653","Deaths","Norovirus","Initial","All ages","AllFood",0.835470459387467,0.343177943675476,1.67740054889891
"1654","Deaths","Norovirus","Initial","All ages","Beef",0,0,0
"1655","Deaths","Norovirus","Initial","All ages","Dairy",0,0,0
"1656","Deaths","Norovirus","Initial","All ages","Eggs",0,0,0
"1657","Deaths","Norovirus","Initial","All ages","Fin fish",0.00330814419662763,0.00126332288415993,0.00737057111751952
"1658","Deaths","Norovirus","Initial","All ages","Fruit",0.0588297984865754,0.0217673755404398,0.135625499292919
"1659","Deaths","Norovirus","Initial","All ages","Lamb",0,0,0
"1660","Deaths","Norovirus","Initial","All ages","Nuts",0,0,0
"1661","Deaths","Norovirus","Initial","All ages","Other",0.0602512186592207,0.0238679595949365,0.128275738048961
"1662","Deaths","Norovirus","Initial","All ages","Pork",0,0,0
"1663","Deaths","Norovirus","Initial","All ages","Poultry",0,0,0
"1664","Deaths","Norovirus","Initial","All ages","Seeds and grains",0,0,0
"1665","Deaths","Norovirus","Initial","All ages","Shellfish",0.57705564830747,0.237112736836764,1.16021648431024
"1666","Deaths","Norovirus","Initial","All ages","Vegetables",0.110924635526379,0.0429671995385506,0.244672416302549
"1667","Deaths","STEC","Haemolytic uremic syndrome","All ages","AllFood",1.57908533607292,0.85247886290133,2.78536520003738
"1668","Deaths","STEC","Haemolytic uremic syndrome","All ages","Beef",0.545565990441604,0.293862880249841,0.963263442740512
"1669","Deaths","STEC","Haemolytic uremic syndrome","All ages","Dairy",0.236810758972176,0.126382583110627,0.422778094327092
"1670","Deaths","STEC","Haemolytic uremic syndrome","All ages","Eggs",0.00490850725469933,0.0020029024501399,0.0110903941592418
"1671","Deaths","STEC","Haemolytic uremic syndrome","All ages","Fin fish",0,0,0
"1672","Deaths","STEC","Haemolytic uremic syndrome","All ages","Fruit",0.0663279267448046,0.0355378944892623,0.118250354385555
"1673","Deaths","STEC","Haemolytic uremic syndrome","All ages","Lamb",0.106310692173219,0.0572193057899379,0.188292104175123
"1674","Deaths","STEC","Haemolytic uremic syndrome","All ages","Nuts",0,0,0
"1675","Deaths","STEC","Haemolytic uremic syndrome","All ages","Other",0.0619074302583393,0.0324546099928365,0.113952078501238
"1676","Deaths","STEC","Haemolytic uremic syndrome","All ages","Pork",0.117102086545053,0.0631329183016822,0.206514115363767
"1677","Deaths","STEC","Haemolytic uremic syndrome","All ages","Poultry",0.0663059091072155,0.0354964797927146,0.118104363767704
"1678","Deaths","STEC","Haemolytic uremic syndrome","All ages","Seeds and grains",0.0663693274101027,0.0354568484311454,0.118082629251808
"1679","Deaths","STEC","Haemolytic uremic syndrome","All ages","Shellfish",0,0,0
"1680","Deaths","STEC","Haemolytic uremic syndrome","All ages","Vegetables",0.31175017188023,0.167714375986334,0.552002070339113
"1681","Deaths","STEC","Initial","All ages","AllFood",0.161911231448546,0.0229271324354134,0.589758847196144
"1682","Deaths","STEC","Initial","All ages","Beef",0.0559651365842228,0.00791631181784675,0.204185872180707
"1683","Deaths","STEC","Initial","All ages","Dairy",0.0242417337486456,0.00342595019257154,0.0888353028233644
"1684","Deaths","STEC","Initial","All ages","Eggs",0.000493355369089504,6.42654625905791e-05,0.00209678275827365
"1685","Deaths","STEC","Initial","All ages","Fin fish",0,0,0
"1686","Deaths","STEC","Initial","All ages","Fruit",0.00679510913634641,0.000957638501869957,0.0248669301132882
"1687","Deaths","STEC","Initial","All ages","Lamb",0.010893208297158,0.00154131174980986,0.039790797021141
"1688","Deaths","STEC","Initial","All ages","Nuts",0,0,0
"1689","Deaths","STEC","Initial","All ages","Other",0.00632558318005178,0.00089099650556735,0.0235072422927338
"1690","Deaths","STEC","Initial","All ages","Pork",0.0120083649127101,0.00170150902425189,0.0437926604671194
